
設備生産性 １１月 ( 作業日 2024/11/01 ～ 2024/11/30 ) 発行 2024/12/02 15:56 

稼働 負荷 段取 加工 その他 点数 段取 実加工 操 ｶﾄﾞ 分 分 数量 
分類名 昼夜 機械･ｸﾞﾙｰﾌﾟ 日数 時間 時間 時間 時間 (ｶﾝﾘｮｳ) 回数 数量 業 ｳﾘﾂ /ﾃﾝ /ｶｲ /ｶｺｳｼﾞ 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP16 夜 23 86,222 740,402 18.27 16.98 48 5,077 8.6 43,596 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP24 昼 27 190,096 1,972,987 25.73 41.52 57 4,579 10.4 47,523 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP24 夜 24 206,934 2,260,524 23.72 45.37 59 4,561 10.9 49,828 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP25 昼 21 174,005 1,545,626 17.47 37.27 50 4,669 8.9 41,475 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP25 夜 23 188,637 1,729,379 20.48 44.08 53 4,279 9.2 39,230 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP3 昼 48 168,005 1,540,332 40.95 36.98 51 4,543 9.2 41,649 
ﾄﾔﾏ.ｳﾁﾇｷ L BSP3 夜 21 67,088 650,648 18.38 14.85 53 4,518 9.7 43,815 
ﾄﾔﾏ.ｳﾁﾇｷ L US8 昼 2 3,908 23,448 1.03 1.02 31 3,844 6.0 23,064 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP11 昼 20 134,034 1,107,279 18.88 24.38 57 5,497 8.3 45,411 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP11 夜 31 147,540 928,813 27.80 31.68 54 4,657 6.3 29,316 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP12 昼 45 185,185 1,380,853 37.55 37.02 50 5,003 7.5 37,304 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP12 夜 31 155,707 1,257,760 28.03 31.02 54 5,020 8.1 40,551 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP16 昼 30 154,684 1,269,462 26.70 27.52 53 5,621 8.2 46,134 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP16 夜 45 235,644 1,779,122 34.42 41.70 46 5,651 7.6 42,665 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP24 昼 15 158,303 1,211,717 17.02 31.03 68 5,101 7.7 39,046 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP24 夜 15 171,066 1,880,594 11.50 34.10 46 5,017 11.0 55,149 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP25 昼 21 186,368 1,253,614 19.08 35.32 55 5,277 6.7 35,496 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP25 夜 21 159,399 1,199,047 17.87 34.22 51 4,659 7.5 35,043 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP3 昼 33 103,044 624,928 27.92 21.02 51 4,903 6.1 29,735 
ﾄﾔﾏ.ｳﾁﾇｷ M BSP3 夜 47 172,775 1,617,128 32.77 34.13 42 5,062 9.4 47,377 
ﾄﾔﾏ.ｳﾁﾇｷ M US7 昼 67 227,659 1,406,206 53.47 47.00 48 4,844 6.2 29,919 
ﾄﾔﾏ.ｳﾁﾇｷ M US7 夜 10 53,881 181,474 5.78 12.33 35 4,369 3.4 14,714 
ﾄﾔﾏ.ｳﾁﾇｷ M US8 昼 72 192,469 1,341,834 38.02 37.63 32 5,114 7.0 35,655 
ﾄﾔﾏ.ｳﾁﾇｷ M US8 夜 14 31,057 207,229 9.35 6.70 40 4,635 6.7 30,930 
ﾄﾔﾏ.ｳﾁﾇｷ S BSP12 昼 5 16,755 89,709 5.90 2.80 71 5,984 5.4 32,039 
ﾄﾔﾏ.ｳﾁﾇｷ S US7 昼 24 38,177 263,755 14.70 10.12 37 3,774 6.9 26,071 
ﾄﾔﾏ.ｳﾁﾇｷ S US7 夜 2 2,729 7,485 2.05 0.43 62 6,298 2.7 17,273 
ﾄﾔﾏ.ｳﾁﾇｷ S US8 昼 59 76,213 290,540 30.77 19.18 31 3,973 3.8 15,145 
ﾄﾔﾏ.ｳﾁﾇｷ S US8 夜 9 10,615 29,188 6.05 3.95 40 2,687 2.7 7,389 
ﾄﾔﾏ2.ｳﾁﾇｷ L BSP18 昼 46 291,555 2,594,013 30.92 71.95 40 4,052 8.9 36,053 
ﾄﾔﾏ2.ｳﾁﾇｷ L BSP18 夜 35 315,026 3,109,349 22.90 73.52 39 4,285 9.9 42,294 
ﾄﾔﾏ2.ｳﾁﾇｷ L BSP19 昼 85 332,979 3,015,888 68.50 68.27 48 4,878 9.1 44,178 
ﾄﾔﾏ2.ｳﾁﾇｷ L BSP19 夜 77 291,367 3,288,881 54.05 59.50 42 4,897 11.3 55,275 
ﾄﾔﾏ2.ｳﾁﾇｷ L BSP27 昼 14 135,681 732,123 11.72 25.18 50 5,388 5.4 29,072 
ﾄﾔﾏ2.ｳﾁﾇｷ L BSP27 夜 23 119,743 937,656 25.08 24.18 65 4,951 7.8 38,773 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP18 昼 10 188,612 1,201,575 6.70 38.72 40 4,872 6.4 31,035 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP18 夜 3 131,800 843,840 3.80 26.12 76 5,047 6.4 32,310 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP19 昼 1 1,331 15,972 1.23 0.48 74 2,754 12.0 33,046 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP27 昼 12 115,018 777,898 18.60 21.73 93 5,292 6.8 35,793 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP27 夜 11 132,262 928,486 9.67 22.70 53 5,827 7.0 40,902 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP5 昼 89 231,578 1,555,251 86.17 59.62 58 3,884 6.7 26,088 
ﾄﾔﾏ2.ｳﾁﾇｷ M BSP5 夜 30 67,738 363,859 17.72 17.12 35 3,957 5.4 21,258 
ﾄﾔﾏ2.ｳﾁﾇｷ M US12 昼 100 188,268 1,065,223 26.20 30.40 16 6,193 5.7 35,040 
ﾄﾔﾏ2.ｳﾁﾇｷ M US12 夜 27 37,562 163,048 9.87 5.90 22 6,366 4.3 27,635 
ﾄﾔﾏ2.ｳﾁﾇｷ M US5 昼 4 3,332 16,978 2.35 0.85 35 3,920 5.1 19,974 
ﾄﾔﾏ2.ｳﾁﾇｷ S BSP5 昼 1 963 7,704 1.10 0.28 66 3,399 8.0 27,191 
ﾄﾔﾏ2.ｳﾁﾇｷ S US12 昼 141 221,502 849,281 47.92 36.48 20 6,071 3.8 23,279 
ﾄﾔﾏ2.ｳﾁﾇｷ S US12 夜 29 44,434 163,308 14.73 7.47 30 5,951 3.7 21,872 
ﾄﾔﾏ2.ｳﾁﾇｷ S US5 昼 12 12,339 42,010 5.42 3.80 27 3,247 3.4 11,055 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP0 昼 29 109,625 1,264,438 33.47 29.17 69 3,759 11.5 43,352 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP0 夜 14 75,488 774,813 17.30 20.52 74 3,679 10.3 37,765 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP10 昼 27 102,047 793,169 26.00 27.50 58 3,711 7.8 28,843 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP10 夜 21 63,899 518,402 18.17 17.28 52 3,697 8.1 29,994 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP13 昼 22 96,123 788,340 22.73 26.37 62 3,646 8.2 29,899 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP13 夜 24 60,103 645,848 19.68 16.13 49 3,725 10.7 40,032 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP26 昼 19 226,103 2,587,213 19.43 59.13 61 3,824 11.4 43,752 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP26 夜 16 116,709 1,398,750 11.93 30.83 45 3,785 12.0 45,365 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP7 昼 23 59,005 503,280 19.87 13.12 52 4,498 8.5 38,370 
ﾋｶﾞｼ1.ｳﾁﾇｷ L BSP7 夜 20 55,540 497,709 16.08 13.67 48 4,064 9.0 36,418 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP0 昼 40 75,836 670,496 38.05 25.13 57 3,017 8.8 26,678 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP0 夜 20 64,430 736,162 13.68 15.57 41 4,139 11.4 47,291 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP10 昼 32 72,068 533,571 31.23 19.77 59 3,646 7.4 26,993 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP10 夜 42 68,224 594,821 31.07 19.43 44 3,511 8.7 30,608 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP13 昼 39 198,498 1,372,463 35.40 44.12 54 4,499 6.9 31,110 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP13 夜 35 187,218 1,008,808 25.47 43.07 44 4,347 5.4 23,424 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP26 昼 10 140,067 1,233,168 9.45 35.57 57 3,938 8.8 34,672 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP26 夜 11 75,790 627,178 10.70 22.02 58 3,442 8.3 28,487 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP7 昼 18 44,055 307,435 16.82 8.33 56 5,287 7.0 36,892 
ﾋｶﾞｼ1.ｳﾁﾇｷ M BSP7 夜 32 103,809 507,887 22.23 21.90 42 4,740 4.9 23,191 
ﾋｶﾞｼ1.ｳﾁﾇｷ M US10 昼 80 236,942 1,118,981 38.17 58.65 29 4,040 4.7 19,079 
ﾋｶﾞｼ1.ｳﾁﾇｷ M US10 夜 50 172,008 836,248 31.13 47.33 37 3,634 4.9 17,667 
ﾋｶﾞｼ1.ｳﾁﾇｷ M US11 昼 23 37,249 291,308 14.05 9.78 37 3,807 7.8 29,776 
ﾋｶﾞｼ1.ｳﾁﾇｷ M US11 夜 29 52,620 385,702 19.70 13.42 41 3,922 7.3 28,748 
ﾋｶﾞｼ1.ｳﾁﾇｷ S BSP0 夜 4 5,760 19,876 2.07 1.17 31 4,937 3.5 17,037 
ﾋｶﾞｼ1.ｳﾁﾇｷ S BSP10 昼 5 11,198 59,430 3.28 3.33 39 3,359 5.3 17,829 
ﾋｶﾞｼ1.ｳﾁﾇｷ S BSP10 夜 1 1,321 7,926 1.27 0.47 76 2,831 6.0 16,984 
ﾋｶﾞｼ1.ｳﾁﾇｷ S BSP13 昼 1 511 2,044 0.58 0.10 35 5,110 4.0 20,440 
ﾋｶﾞｼ1.ｳﾁﾇｷ S BSP7 夜 1 817 2,451 3.33 0.35 200 2,334 3.0 7,003 
ﾋｶﾞｼ1.ｳﾁﾇｷ S US10 昼 39 66,403 373,153 17.25 18.78 27 3,535 5.6 19,866 
ﾋｶﾞｼ1.ｳﾁﾇｷ S US10 夜 46 88,189 698,919 28.43 29.33 37 3,006 7.9 23,827 
ﾋｶﾞｼ1.ｳﾁﾇｷ S US11 昼 37 41,501 277,825 23.53 13.03 38 3,184 6.7 21,316 
ﾋｶﾞｼ1.ｳﾁﾇｷ S US11 夜 38 60,474 393,179 25.98 17.82 41 3,394 6.5 22,068 
ｷｮｳﾄ.ｳﾁﾇｷ L CBSP14 昼 31 195,478 1,981,681 24.82 36.62 48 5,338 10.1 54,120 
ｷｮｳﾄ.ｳﾁﾇｷ L CBSP14 夜 32 126,165 1,135,857 21.10 26.87 40 4,696 9.0 42,278 
ｷｮｳﾄ.ｳﾁﾇｷ L CBSP15 昼 60 237,283 2,293,901 50.07 52.58 50 4,513 9.7 43,624 
ｷｮｳﾄ.ｳﾁﾇｷ L CBSP15 夜 65 237,028 2,174,094 42.48 46.17 39 5,134 9.2 47,092 
ｷｮｳﾄ.ｳﾁﾇｷ L CBSP17 昼 48 184,342 2,377,862 32.00 35.20 40 5,237 12.9 67,553 
ｷｮｳﾄ.ｳﾁﾇｷ L CBSP17 夜 29 104,382 928,289 15.98 19.68 33 5,303 8.9 47,161 
ｷｮｳﾄ.ｳﾁﾇｷ M CBSP14 昼 28 81,431 515,876 15.05 14.65 32 5,558 6.3 35,213 
ｷｮｳﾄ.ｳﾁﾇｷ M CBSP14 夜 37 100,163 638,705 24.83 20.97 40 4,777 6.4 30,463 
ｷｮｳﾄ.ｳﾁﾇｷ M CBSP15 昼 29 90,273 602,542 18.83 15.75 39 5,732 6.7 38,257 
ｷｮｳﾄ.ｳﾁﾇｷ M CBSP15 夜 24 45,872 214,589 15.72 8.83 39 5,193 4.7 24,293 
ｷｮｳﾄ.ｳﾁﾇｷ M CBSP17 昼 21 80,947 390,417 14.68 14.87 42 5,445 4.8 26,261 
ｷｮｳﾄ.ｳﾁﾇｷ M CBSP17 夜 25 58,757 346,880 18.37 11.27 44 5,215 5.9 30,788 
ｷｮｳﾄ.ｳﾁﾇｷ M CUS9 昼 78 135,804 606,840 28.47 20.87 22 6,508 4.5 29,082 
ｷｮｳﾄ.ｳﾁﾇｷ M CUS9 夜 15 22,156 118,808 5.62 3.50 22 6,330 5.4 33,945 
ｷｮｳﾄ.ｳﾁﾇｷ S CUS9 昼 45 53,738 203,844 17.00 7.88 23 6,817 3.8 25,858 
ｷｮｳﾄ.ｳﾁﾇｷ S CUS9 夜 15 16,987 57,673 4.55 2.67 18 6,370 3.4 21,627 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP20 昼 4 10,340 94,240 5.22 2.23 78 4,630 9.1 42,197 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP20 夜 7 17,295 179,010 5.25 4.63 45 3,733 10.4 38,635 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP21 昼 23 44,810 400,498 26.48 16.82 69 2,665 8.9 23,816 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP21 夜 33 125,034 1,237,716 23.98 28.17 44 4,439 9.9 43,943 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP22 昼 25 118,805 939,909 19.45 30.68 47 3,872 7.9 30,633 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP22 夜 9 60,505 428,755 10.10 13.90 67 4,353 7.1 30,846 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP23 昼 46 236,697 3,051,024 24.18 69.48 32 3,407 12.9 43,910 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ L CBSP23 夜 36 209,924 2,493,270 26.78 58.38 45 3,596 11.9 42,705 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP20 昼 67 158,270 944,863 50.90 35.20 46 4,496 6.0 26,843 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP20 夜 10 47,943 294,998 11.12 11.73 67 4,086 6.2 25,142 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP21 昼 25 79,548 828,865 21.23 23.77 51 3,347 10.4 34,875 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP21 夜 26 79,802 883,840 17.63 17.57 41 4,543 11.1 50,313 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP22 昼 24 98,855 847,610 23.05 23.65 58 4,180 8.6 35,840 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP22 夜 14 23,360 196,540 10.77 6.17 46 3,788 8.4 31,871 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP23 昼 8 107,655 1,085,520 9.20 25.50 69 4,222 10.1 42,569 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ M CBSP23 夜 8 61,018 416,748 4.10 12.30 31 4,961 6.8 33,882 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ S CBSP20 昼 7 17,325 92,695 6.05 3.35 52 5,172 5.4 27,670 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ S CBSP20 夜 4 11,702 46,372 2.02 2.97 30 3,944 4.0 15,631 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ S CBSP22 昼 5 4,555 30,710 3.83 1.03 46 4,408 6.7 29,719 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ S CBSP23 昼 0 5,300 63,600 0.17 1.38 0 3,831 12.0 45,976 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ S CBSP23 夜 1 16,730 200,760 0.08 4.28 5 3,906 12.0 46,870 
ﾎｼﾅ.ｳﾁﾇｷ L ﾎBSP5 昼 9 30,244 388,509 12.43 17.78 83 1,701 12.8 21,847 
ﾎｼﾅ.ｳﾁﾇｷ L ﾎBSP5 夜 9 37,297 260,442 13.72 17.03 91 2,190 7.0 15,290 
ﾎｼﾅ.ｳﾁﾇｷ L ﾎBSP7 昼 21 60,640 603,770 17.03 16.95 49 3,578 10.0 35,621 
ﾎｼﾅ.ｳﾁﾇｷ L ﾎUS1 昼 2 4,520 54,690 2.23 1.08 67 4,172 12.1 50,483 
ﾎｼﾅ.ｳﾁﾇｷ M ﾎBSP5 昼 27 108,338 789,602 28.87 46.07 64 2,352 7.3 17,140 
ﾎｼﾅ.ｳﾁﾇｷ M ﾎBSP5 夜 33 83,923 524,232 47.18 40.58 86 2,068 6.2 12,917 
ﾎｼﾅ.ｳﾁﾇｷ M ﾎBSP7 昼 22 55,248 381,289 17.72 15.57 48 3,549 6.9 24,494 
ﾎｼﾅ.ｳﾁﾇｷ M ﾎUS1 昼 20 39,360 244,976 13.70 15.80 41 2,491 6.2 15,505 
ﾎｼﾅ.ｳﾁﾇｷ M ﾎUS1 夜 22 42,009 193,209 13.60 14.68 37 2,861 4.6 13,158 
ﾎｼﾅ.ｳﾁﾇｷ M ﾎUS4 昼 37 92,271 515,225 44.37 54.62 72 1,689 5.6 9,433 
ﾎｼﾅ.ｳﾁﾇｷ S ﾎBSP5 昼 2 5,662 56,620 3.80 3.07 114 1,846 10.0 18,463 
ﾎｼﾅ.ｳﾁﾇｷ S ﾎBSP5 夜 1 17,232 103,392 2.18 5.17 131 3,335 6.0 20,011 
ﾎｼﾅ.ｳﾁﾇｷ S ﾎBSP7 昼 5 8,041 52,394 3.85 2.27 46 3,548 6.5 23,115 
ﾎｼﾅ.ｳﾁﾇｷ S ﾎUS1 昼 15 19,921 78,797 8.68 7.75 35 2,570 4.0 10,167 
ﾎｼﾅ.ｳﾁﾇｷ S ﾎUS1 夜 11 23,697 120,280 5.30 7.17 29 3,307 5.1 16,783 
ﾎｼﾅ.ｳﾁﾇｷ S ﾎUS4 昼 4 2,530 15,680 3.25 2.95 49 858 6.2 5,315 

打抜数量集計表 - 全体（ＰＰ含む）　 - （作業日 2024/11/01 ～ 2024/11/30 ） 発行 2024/12/02 15:56 

実加工 段取 加工 段時 実加工 平均 小判数 
分類 段取条件 機械名 昼夜 点数 数量 小判枚数 時間 時間 ／点 ／加時 面数 ／加時 

ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP11 昼 17 97,688 784,198 14.10 18.77 50 5,205 8.0 41,787 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP11 夜 22 103,457 589,222 20.05 23.85 55 4,338 5.7 24,705 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP12 昼 44 161,270 1,257,309 30.15 32.88 41 4,904 7.8 38,235 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP12 夜 30 168,130 1,631,047 23.92 32.35 48 5,197 9.7 50,419 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP16 昼 28 110,865 1,017,077 23.23 21.05 50 5,267 9.2 48,317 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP16 夜 38 205,161 1,801,969 23.33 37.07 37 5,535 8.8 48,614 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP24 昼 18 165,566 1,084,415 16.15 30.30 54 5,464 6.5 35,789 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP24 夜 11 79,705 822,846 8.33 15.13 45 5,267 10.3 54,373 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP25 昼 15 97,463 627,504 8.72 18.73 35 5,203 6.4 33,497 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP25 夜 10 53,924 401,790 8.42 11.32 51 4,765 7.5 35,504 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP3 昼 59 205,336 1,625,520 42.98 41.47 44 4,952 7.9 39,201 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP3 夜 45 183,820 1,741,998 30.97 36.52 41 5,034 9.5 47,704 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ US7 昼 42 103,877 692,685 26.38 21.92 38 4,740 6.7 31,605 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ US7 夜 1 4,485 17,940 0.12 0.82 7 5,492 4.0 21,967 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ US8 昼 52 122,555 717,518 23.25 23.70 27 5,171 5.9 30,275 
ﾄﾔﾏ.ｳﾁﾇｷ A 1:ｽﾀﾝﾀﾞｰﾄﾞ US8 夜 10 18,111 82,634 4.80 4.68 29 3,867 4.6 17,644 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP11 昼 14 74,130 520,676 10.27 16.60 44 4,466 7.0 31,366 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP11 夜 15 52,020 347,062 13.73 11.65 55 4,465 6.7 29,791 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP12 昼 8 56,940 547,070 7.25 10.53 54 5,406 9.6 51,937 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP12 夜 7 29,966 359,888 6.45 7.40 55 4,049 12.0 48,634 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP16 昼 12 82,289 670,607 11.50 13.87 58 5,934 8.1 48,361 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP16 夜 16 56,946 212,096 14.18 10.13 53 5,620 3.7 20,931 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP24 昼 2 5,988 35,704 1.80 1.42 54 4,227 6.0 25,203 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP24 夜 3 3,466 33,647 2.88 0.92 58 3,781 9.7 36,706 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP25 昼 6 23,085 130,776 7.03 4.87 70 4,743 5.7 26,872 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP25 夜 8 39,541 263,481 6.12 7.88 46 5,016 6.7 33,423 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP3 昼 5 13,366 93,852 4.62 3.33 55 4,010 7.0 28,156 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ BSP3 夜 11 24,827 294,028 8.15 5.52 44 4,500 11.8 53,298 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ US7 昼 16 65,400 249,689 12.33 13.37 46 4,893 3.8 18,680 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ US7 夜 5 30,339 86,288 3.17 5.35 38 5,671 2.8 16,129 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ US8 昼 12 22,731 101,533 4.38 5.47 22 4,158 4.5 18,573 
ﾄﾔﾏ.ｳﾁﾇｷ A 2:ﾄﾞｳｼﾞｱﾅ US8 夜 8 12,304 78,039 5.68 3.33 43 3,691 6.3 23,412 
ﾄﾔﾏ.ｳﾁﾇｷ A 3:ﾄﾞｳｼﾞﾊﾞﾂ BSP24 昼 15 123,486 1,452,045 14.60 28.02 58 4,408 11.8 51,828 
ﾄﾔﾏ.ｳﾁﾇｷ A 3:ﾄﾞｳｼﾞﾊﾞﾂ BSP24 夜 16 193,346 2,117,670 13.03 39.98 49 4,836 11.0 52,964 
ﾄﾔﾏ.ｳﾁﾇｷ A 3:ﾄﾞｳｼﾞﾊﾞﾂ BSP25 昼 13 147,130 1,409,804 10.40 30.55 48 4,816 9.6 46,147 
ﾄﾔﾏ.ｳﾁﾇｷ A 3:ﾄﾞｳｼﾞﾊﾞﾂ BSP25 夜 17 165,729 1,548,715 15.37 38.97 54 4,253 9.3 39,745 
ﾄﾔﾏ.ｳﾁﾇｷ A 7:ｳｷﾀﾞｼ BSP16 夜 1 11,585 139,020 0.63 1.95 38 5,941 12.0 71,292 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP11 昼 1 3,412 13,648 1.12 0.65 67 5,249 4.0 20,997 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP11 夜 2 3,544 32,070 2.58 1.13 78 3,127 9.0 28,297 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP12 昼 1 30,846 447,460 2.93 5.82 176 5,303 14.5 76,927 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP16 昼 0 100 1,500 1.80 0.02 0 6,000 15.0 90,000 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP16 夜 1 3,390 50,850 0.32 0.63 19 5,353 15.0 80,289 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP3 昼 0 500 3,000 1.02 0.73 0 682 6.0 4,091 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 BSP3 夜 1 1,287 7,722 0.17 0.35 10 3,677 6.0 22,063 
ﾄﾔﾏ.ｳﾁﾇｷ A 8 US7 昼 1 6,870 20,610 1.03 1.35 62 5,089 3.0 15,267 
ﾄﾔﾏ.ｳﾁﾇｷ A 9 BSP24 昼 1 8,400 100,800 1.37 2.45 82 3,429 12.0 41,143 
ﾄﾔﾏ.ｳﾁﾇｷ A 9 BSP24 夜 2 31,323 381,345 2.47 8.17 74 3,835 12.2 46,695 
ﾄﾔﾏ.ｳﾁﾇｷ A 9 BSP25 昼 3 38,478 272,638 2.30 7.37 46 5,223 7.1 37,010 
ﾄﾔﾏ.ｳﾁﾇｷ B 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP11 昼 3 39,599 528,415 4.68 7.62 94 5,199 13.3 69,376 
ﾄﾔﾏ.ｳﾁﾇｷ B 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP11 夜 7 67,608 501,166 6.82 14.13 58 4,784 7.4 35,460 
ﾄﾔﾏ.ｳﾁﾇｷ B 1:ｽﾀﾝﾀﾞｰﾄﾞ BSP12 昼 14 80,167 600,782 20.57 15.57 88 5,150 7.5 38,594 
